text,translated_text,translated_text_en,label,lang
"At least 40 percent of National Institute of Allergy and Infectious Diseases (NIAID), and Food and Drug Administration (FDA) employees are refusing to get the COVID-19 vaccine according to NIAID Director Dr. Anthony Fauci, and FDA official Dr. Peter Marks
https://t.co/BZnFqi4EMg","Setidaknya 40 persen karyawan National Institute of Allergy and Infectious Diseases (NIAID), dan Food and Drug Administration (FDA) menolak untuk mendapatkan vaksin COVID-19 menurut Direktur NIAID Dr. Anthony Fauci, dan pejabat FDA Dr. Peter Marks
https://t.co/BZnFqi4EMg","At least 40 percent of National Institute of Allergy and Infectious Diseases (NIAID), and Food and Drug Administration (FDA) employees are refusing to get the COVID-19 vaccine according to NIAID Director Dr. Anthony Fauci, and FDA official Dr. Peter Marks
https://t.co/BZnFqi4EMg",misinformation,en
"At least 40% of National Institute of Allergy &amp; Infectious Disease AND FDA employees are REFUSING to get the Covid19 vaccine &amp; that’s a problem for a regime that is in favor of Vaccine Passports. 

People have the Right to decide with NO discrimination‼️

 https://t.co/U6QOgJAXe0","Setidaknya 40% dari Institut Alergi Nasional &amp; Penyakit Menular DAN karyawan FDA MENOLAK untuk mendapatkan vaksin Covid19 &amp; itu masalah bagi rezim yang mendukung Paspor Vaksin.

Orang berhak memutuskan tanpa diskriminasi‼️

 https://t.co/U6QOgJAXe0","At least 40% of National Institute of Allergy &amp; Infectious Disease AND FDA employees are REFUSING to get the Covid19 vaccine &amp; that’s a problem for a regime that is in favor of Vaccine Passports. 

People have the Right to decide with NO discrimination‼️

 https://t.co/U6QOgJAXe0",misinformation,en
"At least 40 percent of National Institute of Allergy and Infectious Diseases (NIAID), and Food and Drug Administration (FDA) employees are refusing to get the COVID-19 vaccine according to NIAID Director Dr. Anthony Fauci, and FDA official Dr. Peter Marks.
https://t.co/wNxe8LguqV","Setidaknya 40 persen karyawan National Institute of Allergy and Infectious Diseases (NIAID), dan Food and Drug Administration (FDA) menolak untuk mendapatkan vaksin COVID-19 menurut Direktur NIAID Dr. Anthony Fauci, dan pejabat FDA Dr. Peter Marks .
https://t.co/wNxe8LguqV","At least 40 percent of National Institute of Allergy and Infectious Diseases (NIAID), and Food and Drug Administration (FDA) employees are refusing to get the COVID-19 vaccine according to NIAID Director Dr. Anthony Fauci, and FDA official Dr. Peter Marks.
https://t.co/wNxe8LguqV",misinformation,en
"At least 40 percent of National Institute of Allergy and Infectious Diseases (NIAID), and Food and Drug Administration (FDA) employees are refusing to get the COVID-19 vaccine according to NIAID Director Dr. Anthony Fauci, and FDA official Dr. Peter Marks
https://t.co/BZnFqi4EMg","Setidaknya 40 persen karyawan National Institute of Allergy and Infectious Diseases (NIAID), dan Food and Drug Administration (FDA) menolak untuk mendapatkan vaksin COVID-19 menurut Direktur NIAID Dr. Anthony Fauci, dan pejabat FDA Dr. Peter Marks
https://t.co/BZnFqi4EMg","At least 40 percent of National Institute of Allergy and Infectious Diseases (NIAID), and Food and Drug Administration (FDA) employees are refusing to get the COVID-19 vaccine according to NIAID Director Dr. Anthony Fauci, and FDA official Dr. Peter Marks
https://t.co/BZnFqi4EMg",misinformation,en
"At least 40% of National Institute of Allergy &amp; Infectious Disease AND FDA employees are REFUSING to get the Covid19 vaccine &amp; that’s a problem for a regime that is in favor of Vaccine Passports. 

People have the Right to decide with NO discrimination‼️

 https://t.co/U6QOgJAXe0","Setidaknya 40% dari Institut Alergi Nasional &amp; Penyakit Menular DAN karyawan FDA MENOLAK untuk mendapatkan vaksin Covid19 &amp; itu masalah bagi rezim yang mendukung Paspor Vaksin.

Orang berhak memutuskan tanpa diskriminasi‼️

 https://t.co/U6QOgJAXe0","At least 40% of National Institute of Allergy &amp; Infectious Disease AND FDA employees are REFUSING to get the Covid19 vaccine &amp; that’s a problem for a regime that is in favor of Vaccine Passports. 

People have the Right to decide with NO discrimination‼️

 https://t.co/U6QOgJAXe0",misinformation,en
"At least 40 percent of National Institute of Allergy and Infectious Diseases (NIAID), and Food and Drug Administration (FDA) employees are refusing to get the COVID-19 vaccine according to NIAID Director Dr. Anthony Fauci, and FDA official Dr. Peter Marks.
https://t.co/wNxe8LguqV","Setidaknya 40 persen karyawan National Institute of Allergy and Infectious Diseases (NIAID), dan Food and Drug Administration (FDA) menolak untuk mendapatkan vaksin COVID-19 menurut Direktur NIAID Dr. Anthony Fauci, dan pejabat FDA Dr. Peter Marks .
https://t.co/wNxe8LguqV","At least 40 percent of National Institute of Allergy and Infectious Diseases (NIAID), and Food and Drug Administration (FDA) employees are refusing to get the COVID-19 vaccine according to NIAID Director Dr. Anthony Fauci, and FDA official Dr. Peter Marks.
https://t.co/wNxe8LguqV",misinformation,en
"At least 40 percent of National Institute of Allergy and Infectious Diseases (NIAID), and Food and Drug Administration (FDA) employees are refusing to get the COVID-19 vaccine according to NIAID Director Dr. Anthony Fauci, and FDA official Dr. Peter Marks
https://t.co/BZnFqi4EMg","Setidaknya 40 persen karyawan National Institute of Allergy and Infectious Diseases (NIAID), dan Food and Drug Administration (FDA) menolak untuk mendapatkan vaksin COVID-19 menurut Direktur NIAID Dr. Anthony Fauci, dan pejabat FDA Dr. Peter Marks
https://t.co/BZnFqi4EMg","At least 40 percent of National Institute of Allergy and Infectious Diseases (NIAID), and Food and Drug Administration (FDA) employees are refusing to get the COVID-19 vaccine according to NIAID Director Dr. Anthony Fauci, and FDA official Dr. Peter Marks
https://t.co/BZnFqi4EMg",misinformation,en
"At least 40% of National Institute of Allergy &amp; Infectious Disease AND FDA employees are REFUSING to get the Covid19 vaccine &amp; that’s a problem for a regime that is in favor of Vaccine Passports. 

People have the Right to decide with NO discrimination‼️

 https://t.co/U6QOgJAXe0","Setidaknya 40% dari Institut Alergi Nasional &amp; Penyakit Menular DAN karyawan FDA MENOLAK untuk mendapatkan vaksin Covid19 &amp; itu masalah bagi rezim yang mendukung Paspor Vaksin.

Orang berhak memutuskan tanpa diskriminasi‼️

 https://t.co/U6QOgJAXe0","At least 40% of National Institute of Allergy &amp; Infectious Disease AND FDA employees are REFUSING to get the Covid19 vaccine &amp; that’s a problem for a regime that is in favor of Vaccine Passports. 

People have the Right to decide with NO discrimination‼️

 https://t.co/U6QOgJAXe0",misinformation,en
Une rumeur affirme que des fruits gorgés de sang contaminé viseraient à répandre le VIH. C’est faux et scientifiquement douteux. Explications ⤵ https://t.co/uBxMQsDZZe,Rumor mengatakan bahwa buah penuh darah tercemar dimaksudkan untuk menyebarkan HIV. Ini salah dan meragukan secara ilmiah. Penjelasan https://t.co/uBxMQsDZZe,Rumor has it that fruit full of tainted blood is meant to spread HIV. This is false and scientifically dubious. Explanations ⤵ https://t.co/uBxMQsDZZe,misinformation,fr
Une rumeur affirme que des fruits gorgés de sang contaminé viseraient à répandre le VIH. C’est faux et scientifiquement douteux. Explications ⤵ https://t.co/kP6W7BNMr2,Rumor mengatakan bahwa buah penuh darah tercemar dimaksudkan untuk menyebarkan HIV. Ini salah dan meragukan secara ilmiah. Penjelasan https://t.co/kP6W7BNMr2,Rumor has it that fruit full of tainted blood is meant to spread HIV. This is false and scientifically dubious. Explanations ⤵ https://t.co/kP6W7BNMr2,misinformation,fr
Boire du champagne ne permet pas de lutter contre la démence https://t.co/f3RGPRpgkm https://t.co/ZQNg1d6ZOV,Minum sampanye tidak membantu melawan demensia https://t.co/f3RGPRpgkm https://t.co/ZQNg1d6ZOV,Drinking champagne does not help fight dementia https://t.co/f3RGPRpgkm https://t.co/ZQNg1d6ZOV,misinformation,fr
Des gros titres de sites sensationnalistes affirment que « trois verres » de champagne par semaine permettraient d’améliorer le fonctionnement du cerveau. Mais il y a un hic. https://t.co/zR4xrLWlZ7,"Berita utama sensasional mengklaim bahwa ""tiga gelas"" sampanye seminggu dapat meningkatkan fungsi otak. Tapi ada tangkapan. https://t.co/zR4xrLWlZ7",Sensationalist headlines claim that “three glasses” of champagne a week can improve brain function. But there is a catch. https://t.co/zR4xrLWlZ7,misinformation,fr
"Bruxelles devient la première grande ville à arrêter la 5G en raison de ses effets sur la santé, pour... -  https://t.co/oGtEqHHrNK
Un projet pilote visant à fournir un accès Internet haut débit sans fil 5G à #giletsjaunes https://t.co/R4xU466fav","Brussels menjadi kota besar pertama yang menghentikan 5G karena efek kesehatannya, untuk... - https://t.co/oGtEqHHrNK
Proyek percontohan untuk menyediakan akses internet broadband nirkabel 5G ke #giletsjaunes https://t.co/R4xU466fav","Brussels becomes the first major city to stop 5G due to its health effects, for... - https://t.co/oGtEqHHrNK
A pilot project to provide 5G wireless broadband internet access to #giletsjaunes https://t.co/R4xU466fav",misinformation,fr
Bruxelles devient la première grande ville à interrompre la 5G en raison de ses effets sur la santé : https://t.co/ebTYwgXeV9 #5g #sante https://t.co/six6bL6tFx,Brussels menjadi kota besar pertama yang menghentikan 5G karena efek kesehatan: https://t.co/ebTYwgXeV9 #5g #health https://t.co/six6bL6tFx,Brussels becomes first major city to discontinue 5G due to health effects: https://t.co/ebTYwgXeV9 #5g #health https://t.co/six6bL6tFx,misinformation,fr
"Les vaccins ""contaminés par des nanoparticules toxiques"" ? Attention, intox
https://t.co/xxI68HHV5Z https://t.co/RsASDw0O1k","Vaksin ""terkontaminasi dengan nanopartikel beracun""? Perhatian, keracunan
https://t.co/xxI68HHV5Z https://t.co/RsASDw0O1k","Vaccines “contaminated with toxic nanoparticles”? Attention, intoxication
https://t.co/xxI68HHV5Z https://t.co/RsASDw0O1k",misinformation,fr
Les vaccins sont-ils « contaminés par des nanoparticules toxiques » ? https://t.co/nJosuU1FaZ,"Apakah vaksin ""terkontaminasi dengan nanopartikel beracun""? https://t.co/nJosuU1FaZ","Are vaccines ""contaminated with toxic nanoparticles""? https://t.co/nJosuU1FaZ",misinformation,fr
"Non, les #vaccins ne sont pas responsables de la mort subite du nourrisson et cela voudrait dire que les Pr. Joyeux et Montagnier racontent des bêtises plus grosses qu'eux !?! Pourquoi cela ne m'étonne pas du tout...
#vaccineswork
https://t.co/Wox788bv1m via @lemondefr","Tidak, #vaksin tidak bertanggung jawab atas sindrom kematian bayi mendadak dan itu berarti Pr. Joyeux dan Montagnier berbicara omong kosong yang lebih besar daripada mereka!?! Mengapa ini tidak mengejutkan saya sama sekali ...
#kerja vaksin
https://t.co/Wox788bv1m melalui @lemondefr","No, #vaccines are not responsible for sudden infant death syndrome and that would mean that Pr. Joyeux and Montagnier are talking bigger nonsense than them!?! Why does this not surprise me at all...
#vaccineswork
https://t.co/Wox788bv1m via @lemondefr",misinformation,fr
"Non, les #vaccins ne sont pas responsables de la mort subite du nourrisson https://t.co/gqNAtorOcj","Tidak, #vaksin tidak bertanggung jawab atas Sindrom Kematian Bayi Mendadak https://t.co/gqNAtorOcj","No, #vaccines are not responsible for Sudden Infant Death Syndrome https://t.co/gqNAtorOcj",misinformation,fr
"Non, les vaccins ne sont pas responsables de la mort subite du nourrisson
https://t.co/y20FefGoxP https://t.co/Kax6EsMNKT","Tidak, vaksin tidak bertanggung jawab atas sindrom kematian bayi mendadak
https://t.co/y20FefGoxP https://t.co/Kax6EsMNKT","No, vaccines are not responsible for sudden infant death syndrome
https://t.co/y20FefGoxP https://t.co/Kax6EsMNKT",misinformation,fr
La Suède n’a jamais « interdit les vaccins obligatoires à cause de problèmes de santé » — via @lemondefr https://t.co/b38RhdnKTz,"Swedia tidak pernah ""melarang vaksin wajib karena masalah kesehatan"" — via @lemondefr https://t.co/b38RhdnKTz","Sweden has never ""banned compulsory vaccines because of health concerns"" — via @lemondefr https://t.co/b38RhdnKTz",misinformation,fr
"Non, la #Suède n’a pas « interdit les vaccins obligatoires à cause de problèmes de santé » https://t.co/UCReGFPrVR","Tidak, #Swedia belum 'melarang vaksin wajib karena masalah kesehatan' https://t.co/UCReGFPrVR","No, #Sweden hasn't 'banned mandatory vaccines because of health concerns' https://t.co/UCReGFPrVR",misinformation,fr
"Non, la Suède n'a pas « interdit les vaccins obligatoires à cause de graves problèmes de santé »
https://t.co/34xGSJOiWn https://t.co/0hPOma604I","Tidak, Swedia belum “melarang vaksin wajib karena masalah kesehatan yang serius”
https://t.co/34xGSJOiWn https://t.co/0hPOma604I","No, Sweden has not “banned compulsory vaccines because of serious health problems”
https://t.co/34xGSJOiWn https://t.co/0hPOma604I",misinformation,fr
"Non, la Suède n’a pas « interdit les vaccins obligatoires à cause de problèmes de santé » https://t.co/Ai72kqjH6B","Tidak, Swedia belum ""melarang vaksin wajib karena masalah kesehatan"" https://t.co/Ai72kqjH6B","No, Sweden has not ""banned mandatory vaccines due to health concerns"" https://t.co/Ai72kqjH6B",misinformation,fr
La Suède n’a jamais « interdit les vaccins obligatoires à cause de problèmes de santé » — via @lemondefr https://t.co/eTK8OAKVem,"Swedia tidak pernah ""melarang vaksin wajib karena masalah kesehatan"" — via @lemondefr https://t.co/eTK8OAKVem","Sweden has never ""banned compulsory vaccines because of health concerns"" — via @lemondefr https://t.co/eTK8OAKVem",misinformation,fr
La Suède n’a jamais « interdit les vaccins obligatoires à cause de problèmes de santé » — via @lemondefr https://t.co/b38RhdnKTz,"Swedia tidak pernah ""melarang vaksin wajib karena masalah kesehatan"" — via @lemondefr https://t.co/b38RhdnKTz","Sweden has never ""banned compulsory vaccines because of health concerns"" — via @lemondefr https://t.co/b38RhdnKTz",misinformation,fr
"Non, la #Suède n’a pas « interdit les vaccins obligatoires à cause de problèmes de santé » https://t.co/UCReGFPrVR","Tidak, #Swedia belum 'melarang vaksin wajib karena masalah kesehatan' https://t.co/UCReGFPrVR","No, #Sweden hasn't 'banned mandatory vaccines because of health concerns' https://t.co/UCReGFPrVR",misinformation,fr
"Non, la Suède n'a pas « interdit les vaccins obligatoires à cause de graves problèmes de santé »
https://t.co/34xGSJOiWn https://t.co/0hPOma604I","Tidak, Swedia belum “melarang vaksin wajib karena masalah kesehatan yang serius”
https://t.co/34xGSJOiWn https://t.co/0hPOma604I","No, Sweden has not “banned compulsory vaccines because of serious health problems”
https://t.co/34xGSJOiWn https://t.co/0hPOma604I",misinformation,fr
"Non, la Suède n’a pas « interdit les vaccins obligatoires à cause de problèmes de santé » https://t.co/Ai72kqjH6B","Tidak, Swedia belum ""melarang vaksin wajib karena masalah kesehatan"" https://t.co/Ai72kqjH6B","No, Sweden has not ""banned mandatory vaccines due to health concerns"" https://t.co/Ai72kqjH6B",misinformation,fr
La Suède n’a jamais « interdit les vaccins obligatoires à cause de problèmes de santé » — via @lemondefr https://t.co/eTK8OAKVem,"Swedia tidak pernah ""melarang vaksin wajib karena masalah kesehatan"" — via @lemondefr https://t.co/eTK8OAKVem","Sweden has never ""banned compulsory vaccines because of health concerns"" — via @lemondefr https://t.co/eTK8OAKVem",misinformation,fr
"Vaccin contre l’hépatite B et sclérose en plaques : non, la justice européenne n’a pas reconnu le lien https://t.co/vwhnDQDN7k","Vaksin hepatitis B dan multiple sclerosis: tidak, keadilan Eropa tidak mengenali tautannya https://t.co/vwhnDQDN7k","Hepatitis B vaccine and multiple sclerosis: no, European justice did not recognize the link https://t.co/vwhnDQDN7k",misinformation,fr
"Vaccin contre l’hépatite B &amp; sclérose en plaques : non, la justice européenne n’a pas reconnu le lien https://t.co/CwflymxFP8 Par @AdrienSnk","Hepatitis B & multiple sclerosis: tidak, keadilan Eropa tidak mengenali tautan https://t.co/CwflymxFP8 Oleh @AdrienSnk","Hepatitis B &amp; multiple sclerosis: no, European justice did not recognize the link https://t.co/CwflymxFP8 By @AdrienSnk",misinformation,fr
"Vaccin contre l’hépatite B et sclérose en plaques : non, la justice européenne n’a pas reconnu le lien https://t.co/AJEs3Sy0eJ","Vaksin hepatitis B dan multiple sclerosis: tidak, keadilan Eropa tidak mengenali tautannya https://t.co/AJEs3Sy0eJ","Hepatitis B vaccine and multiple sclerosis: no, European justice did not recognize the link https://t.co/AJEs3Sy0eJ",misinformation,fr
"أخيراً.. إجازة أول دواء يقضي على السرطان ""من منبعه""

دواء جديد  اسمه ""فيتراكفي Vitrakvi""، يقوم على معالجة الطفرات الوراثية للأورام السرطانية، بغض النظر عن نوع الورم أو مكان نشأته..
وفق الله العلماء  وكل عالم يخدم البشرية ويرحم الناس وجزاهم الله خير . https://t.co/XD05zX56Xg","Akhirnya, persetujuan obat pertama yang menghilangkan kanker ""dari sumbernya""

Obat baru yang disebut ""Vitrakvi"" didasarkan pada pengobatan mutasi genetik tumor kanker, terlepas dari jenis tumor atau dari mana asalnya.
Semoga Allah membantu para ulama dan setiap ilmuwan yang mengabdi pada kemanusiaan dan menyayangi manusia, dan semoga Allah membalas mereka dengan kebaikan. https://t.co/XD05zX56Xg","Finally, the approval of the first drug that eliminates cancer ""from its source""

A new drug called ""Vitrakvi"" is based on treating the genetic mutations of cancerous tumors, regardless of the type of tumor or where it originated.
May God help the scholars and every scientist who serves humanity and has mercy on people, and may God reward them with good. https://t.co/XD05zX56Xg",misinformation,ar
"في ايطاليا المواطنون يرمون اموالهم في الشوراع وهذا يعني لاينفع لامال ولا جاه الا رحمة الله  استغفرو الله لعل الله يرحمنا ويبعد عنا هذا البلاء..
منقول https://t.co/5jGasAtf67","Di Italia, warga negara membuang uang mereka ke jalan, dan ini berarti bahwa tidak ada manfaat uang atau status kecuali belas kasihan Tuhan.
Disalin https://t.co/5jGasAtf67","In Italy, citizens throw their money into the streets, and this means that there is no benefit for money or status except for the mercy of God. Ask forgiveness of God, may God have mercy on us and keep this affliction away from us..
Copied https://t.co/5jGasAtf67",misinformation,ar
في ايطاليا المواطنون يرمون اموالهم في الشوراع وهذا يعني لاينفع لامال ولا جاه الا رحمه الله  استغفرو الله لعل الله يرحمنه ويبعد عنا هذا البلاء سبحانه الله 🌹 https://t.co/D4zQpjTb7r,"Di Italia, warga membuang uang mereka di jalan, dan ini berarti bahwa tidak ada manfaat untuk uang atau status kecuali belas kasihan Tuhan.","In Italy, citizens throw their money in the streets, and this means that there is no benefit for money or status except God’s mercy",misinformation,ar
"👆🏼👆🏼👆🏼
الإيطاليون يلقون بأموالهم في الشارع لعدم استطاعتهم الشراء
يوم لا ينفع مال ولا بنون.. https://t.co/ewuVdMCRrP","👆🏼👆🏼👆🏼
Orang Italia membuang uang mereka di jalan karena mereka tidak bisa membeli
Suatu hari ketika baik uang maupun anak-anak tidak akan mendapat manfaat.. https://t.co/ewuVdMCRrP","👆🏼👆🏼👆🏼
Italians throw their money in the street because they can't buy
A day when neither money nor children will benefit.. https://t.co/ewuVdMCRrP",misinformation,ar
"في ايطاليا المواطنون يرمون اموالهم في الشوراع وهذا يعني لاينفع لامال ولا جاه الا رحمة الله  استغفرو الله لعل الله يرحمنا ويبعد عنا هذا البلاء..
منقول https://t.co/5jGasAtf67","Di Italia, warga negara membuang uang mereka ke jalan, dan ini berarti bahwa tidak ada manfaat uang atau status kecuali belas kasihan Tuhan.
Disalin https://t.co/5jGasAtf67","In Italy, citizens throw their money into the streets, and this means that there is no benefit for money or status except for the mercy of God. Ask forgiveness of God, may God have mercy on us and keep this affliction away from us..
Copied https://t.co/5jGasAtf67",misinformation,ar
في ايطاليا المواطنون يرمون اموالهم في الشوراع وهذا يعني لاينفع لامال ولا جاه الا رحمه الله  استغفرو الله لعل الله يرحمنه ويبعد عنا هذا البلاء سبحانه الله 🌹 https://t.co/D4zQpjTb7r,"Di Italia, warga membuang uang mereka di jalan, dan ini berarti bahwa tidak ada manfaat untuk uang atau status kecuali belas kasihan Tuhan.","In Italy, citizens throw their money in the streets, and this means that there is no benefit for money or status except God’s mercy",misinformation,ar
"👆🏼👆🏼👆🏼
الإيطاليون يلقون بأموالهم في الشارع لعدم استطاعتهم الشراء
يوم لا ينفع مال ولا بنون.. https://t.co/ewuVdMCRrP","👆🏼👆🏼👆🏼
Orang Italia membuang uang mereka di jalan karena mereka tidak bisa membeli
Suatu hari ketika baik uang maupun anak-anak tidak akan mendapat manfaat.. https://t.co/ewuVdMCRrP","👆🏼👆🏼👆🏼
Italians throw their money in the street because they can't buy
A day when neither money nor children will benefit.. https://t.co/ewuVdMCRrP",misinformation,ar
"الإيطاليون يرمون بأموالهم في الشوارع،
عرفوا أن المال لا ينفع اليوم بشيء... 
استغفرك ربي واتوب اليك 🌹😥
🙏#الرجوع_الى_الله_هو_الحل https://t.co/wRfFF1TqsT","Orang Italia membuang uang mereka di jalan,
Mereka tahu bahwa uang tidak ada gunanya hari ini.
Ampunilah aku ya Tuhanku, dan bertaubatlah kepada-Mu
🙏#Return_to_God_is_the_solution https://t.co/wRfFF1TqsT","Italians throw their money in the streets,
They knew that money is of no use today.
Forgive me, my Lord, and repent to you
🙏#Return_to_God_is_the_solution https://t.co/wRfFF1TqsT",misinformation,ar
"⁦@Noori71644204⁩ إيطاليا المواطنون يلقون أموالهم في الشوارع بمعنى أن  الأموال لم يبقى لها  أي فائدة  ومن يريد أن يسرق أو يجري خلف المناصب ليأخذ منها ويرحل.
(فَأَمَّا الزَّبَدُ فَيَذْهَبُ جُفَاءً ۖ وَأَمَّا مَا يَنفَعُ النَّاسَ فَيَمْكُثُ فِي الْأَرْضِ)📌 https://t.co/T9X3YCF9mW","@Noori71644204 Warga Italia membuang uang mereka di jalan-jalan yang berarti bahwa uang itu tidak ada gunanya lagi dan siapa yang ingin mencuri atau berlari di belakang posisi untuk mengambilnya dan pergi.
(Untuk mentega, itu hilang sebagai kekeringan, dan untuk apa yang bermanfaat bagi manusia, itu tetap di tanah) https://t.co/T9X3YCF9mW","@Noori71644204 Italy Citizens are throwing their money in the streets meaning that the money has no use left and who wants to steal or run behind positions to take it and leave.
(As for the butter, it goes away as dryness, and as for that which benefits people, it remains on the ground) 📌 https://t.co/T9X3YCF9mW",misinformation,ar
عظام الاذن الوسطى بدونهم ليس فقط ستفقد السمع وإنما توازن الجسم كله وأقل إلتهاب فيهم يسبب دوار وعدم قدرة على الإتزان. https://t.co/C5dmcHdQ9W,"Tanpa mereka, tulang telinga tengah tidak hanya akan kehilangan pendengaran, tetapi juga keseimbangan seluruh tubuh, dan sedikit peradangan di dalamnya menyebabkan pusing dan ketidakmampuan untuk menyeimbangkan. https://t.co/C5dmcHdQ9W","Without them, the middle ear bones will not only lose hearing, but the balance of the whole body, and the least inflammation in them causes dizziness and an inability to balance. https://t.co/C5dmcHdQ9W",misinformation,ar
"Non vi sembrerà vero, ma la Cina ha deciso di utilizzare i tamponi anali, invece di quelli nasali.🤦

Presto passeranno ad in(o)culare i vaccini

La #DittaturaSanitaria sta testando fino a che punto regge la pazienza dei popoli.

#Psyop

https://t.co/askLSU6Pzm","Ini mungkin tampak tidak benar, tetapi China telah memutuskan untuk menggunakan usap dubur daripada usap hidung

Segera mereka akan beralih ke (atau) membuat vaksin

# Kediktatoran Sanitasi sedang menguji sejauh mana kesabaran masyarakat bertahan.

#Psyop

https://t.co/askLSU6Pzm","It may not seem true, but China has decided to use anal swabs instead of nasal ones

Soon they will switch to in (or) culate the vaccines

The # Sanitary Dictatorship is testing to what extent peoples' patience holds up.

#Psyop

https://t.co/askLSU6Pzm",factual,it
"La Cina usa tamponi anali per testare i cittadini considerati ad alto rischio di contrarre il coronavirus
https://t.co/kJuqY5pN29","China menggunakan usap dubur untuk menguji warga yang dianggap berisiko tinggi tertular virus corona
https://t.co/kJuqY5pN29","China uses anal swabs to test citizens considered to be at high risk of contracting the coronavirus
https://t.co/kJuqY5pN29",factual,it
"Fuertes rumores indican que Tiffany Dover, la enfermera que se desmayó tras ponerse la vacuna del coronavirus, ha fallecido https://t.co/juLp1KRRXw vía @ElDiestro_","Rumor kuat menunjukkan bahwa Tiffany Dover, perawat yang pingsan setelah mendapatkan vaksin coronavirus, telah meninggal https://t.co/juLp1KRRXw melalui @ElDiestro_","Strong rumors indicate that Tiffany Dover, the nurse who fainted after getting the coronavirus vaccine, has died https://t.co/juLp1KRRXw via @ElDiestro_",misinformation,es
Qué se sabe de la enfermera de EE UU que se ha desmayado tras recibir la vacuna de Pfizer contra la Covid https://t.co/AQIwumIwtk,Apa yang diketahui tentang perawat AS yang pingsan setelah menerima vaksin Pfizer terhadap Covid https://t.co/AQIwumIwtk,What is known about the US nurse who has fainted after receiving the Pfizer vaccine against Covid https://t.co/AQIwumIwtk,misinformation,es
"Fuertes rumores indican que Tiffany Dover, la enfermera que se desmayó tras ponerse la vacuna del coronavirus, ha fallecido https://t.co/DxZMVRwgZd via @ElDiestro_","Desas-desus kuat menunjukkan bahwa Tiffany Dover, perawat yang pingsan setelah minum vaksin coronavirus, telah meninggal https://t.co/DxZMVRwgZd via @ElDiestro_","Strong rumors indicate that Tiffany Dover, the nurse who fainted after taking the coronavirus vaccine, has died https://t.co/DxZMVRwgZd via @ElDiestro_",misinformation,es
"Fuertes rumores indican que Tiffany Dover, la enfermera que se desmayó tras ponerse la vacuna del coronavirus, ha fallecido https://t.co/juLp1KRRXw vía @ElDiestro_","Rumor kuat menunjukkan bahwa Tiffany Dover, perawat yang pingsan setelah mendapatkan vaksin coronavirus, telah meninggal https://t.co/juLp1KRRXw melalui @ElDiestro_","Strong rumors indicate that Tiffany Dover, the nurse who fainted after getting the coronavirus vaccine, has died https://t.co/juLp1KRRXw via @ElDiestro_",misinformation,es
"Fuertes rumores indican que Tiffany Dover, la enfermera que se desmayó tras ponerse la vacuna del coronavirus, ha fallecido https://t.co/DxZMVRwgZd via @ElDiestro_","Desas-desus kuat menunjukkan bahwa Tiffany Dover, perawat yang pingsan setelah minum vaksin coronavirus, telah meninggal https://t.co/DxZMVRwgZd via @ElDiestro_","Strong rumors indicate that Tiffany Dover, the nurse who fainted after getting the coronavirus vaccine, has died https://t.co/DxZMVRwgZd via @ElDiestro_",misinformation,es
"❌La foto viral sobre la gripe española no tiene nada que ver con aquella pandemia.

🔎Era una imagen que mostraba la moda de llevar velo en la Alemania de 1913.

https://t.co/Cm4jSYQHTN","Foto viral tentang flu Spanyol tidak ada hubungannya dengan pandemi itu.

Itu adalah gambar yang menunjukkan mode mengenakan kerudung di Jerman pada tahun 1913.

https://t.co/Cm4jSYQHTN","❌The viral photo about the Spanish flu has nothing to do with that pandemic.

🔎It was an image that showed the fashion of wearing a veil in Germany in 1913.

https://t.co/Cm4jSYQHTN",misinformation,es
"The Pentagon has developed a microchip that goes under your skin and can detect Covid-19 before symptoms arise. There is also a filter that extracts the virus from your body. But don't worry at all, because this is fine. https://t.co/xcqgQHA2Ew","Pentagon telah mengembangkan microchip yang berada di bawah kulit Anda dan dapat mendeteksi Covid-19 sebelum gejala muncul. Ada juga filter yang mengekstrak virus dari tubuh Anda. Tapi jangan khawatir sama sekali, karena ini baik-baik saja. https://t.co/xcqgQHA2Ew","The Pentagon has developed a microchip that goes under your skin and can detect Covid-19 before symptoms arise. There is also a filter that extracts the virus from your body. But don't worry at all, because this is fine. https://t.co/xcqgQHA2Ew",misinformation,en
"ペンタゴンは、皮膚の下に挿入されたときにCOVIDを検出するマイクロチップを開発しました

現在流通しているCOVID-19ワクチンにマイクロチップが混入しているという根拠のない陰謀説に似てい ますが、技術開発は完全に真実です。

https://t.co/OASDXFYVHS","Pentagon telah mengembangkan microchip yang mendeteksi COVID ketika dimasukkan di bawah kulit

Ini menyerupai teori konspirasi yang tidak berdasar bahwa vaksin COVID-19 yang beredar saat ini mengandung microchip, tetapi perkembangan teknologi sepenuhnya benar.

https://t.co/OASDXFYVHS","Pentagon has developed a microchip that detects COVID when inserted under the skin

Although he resembles an unfounded conspiracy theory that microchips are contaminated with the COVID-19 vaccine currently in circulation, the technological development is completely true.

https://t.co/OASDXFYVHS",misinformation,ja
Pentagon scientists reveals Covid-19-detecting microchip implant https://t.co/QWuEw2VPZc,Ilmuwan Pentagon mengungkapkan implan microchip pendeteksi Covid-19 https://t.co/QWuEw2VPZc,Pentagon scientists reveals Covid-19-detecting microchip implant https://t.co/QWuEw2VPZc,misinformation,en
