text,translated_text,label,lang
"सोशल मीडिया पर वायरल वीडियो में दावा किया जा रहा है कि नींबू के रस की 2 बूंदें नाक में डालने पर कोरनावायरस ख़त्म हो जाएगा. 
#FactCheck: ये दावा गलत है.
हमने AIIMS, दिल्ली के विशेषज्ञ से बात की. उन्होंने क्या जानकारी दी, जानिए इस फैक्ट चेक में-
@omprakash00
https://t.co/znLAbSqjyd","Dalam sebuah video viral di media sosial, diklaim bahwa memasukkan 2 tetes jus lemon ke dalam hidung akan membunuh virus corona.
#FactCheck: Klaim ini salah.
Kami berbicara dengan seorang ahli dari AIIMS, Delhi. Informasi apa yang dia berikan, ketahui dalam pemeriksaan fakta ini-
@omprakash00
https://t.co/znLAbSqjyd",misinformation,hi
"About 25 million Iranians have been infected with the #coronavirus and another 35 million are at risk of acquiring it, President Hassan Rohani has warned on Saturday. https://t.co/VvDKh6nLyK","Sekitar 25 juta orang Iran telah terinfeksi #coronavirus dan 35 juta lainnya berisiko tertular, Presiden Hassan Rohani telah memperingatkan pada hari Sabtu. https://t.co/VvDKh6nLyK",misinformation,en
"В Ірані на коронавірус могли захворіти 25 мільйонів людей – це більше, ніж загалом у світі

https://t.co/tGmsMMIKZY https://t.co/QRIikqgoQ0","Di Iran, 25 juta orang bisa tertular virus corona, yang lebih banyak dari jumlah total orang di dunia

https://t.co/tGmsMMIKZY https://t.co/QRIikqgoQ0",misinformation,uk
"Covid-19 Is Not Natural, Withdraw My Nobel Award If I'm Wrong - Dr. Tasuku Honjo - NaijaKOKO https://t.co/JYXjvk0jG3","Covid-19 Tidak Wajar, Tarik Penghargaan Nobel Saya Jika Saya Salah - Dr. Tasuku Honjo - NaijaKOKO https://t.co/JYXjvk0jG3",misinformation,en
"Check out this article: Covid-19 Is Not Natural, Withdraw My Nobel Award If I'm Wrong - Dr. Tasuku Honjo - https://t.co/3ifD8HqZki","Simak Artikel Ini: Covid-19 Tidak Wajar, Cabut Penghargaan Nobel Saya Jika Saya Salah - Dr. Tasuku Honjo - https://t.co/3ifD8HqZki",misinformation,en
"🔴 ¿El Covid-19 fue creado por el hombre en China? El ganador del Premio Nobel Tasuku Honjo nunca lo dijo 
👉🏻 La nota es de @duck_lop 
https://t.co/knK5EkQMWN","Apakah Covid-19 diciptakan oleh manusia di China? Pemenang Hadiah Nobel Tasuku Honjo tidak pernah mengatakan
Catatannya dari @duck_lop
https://t.co/knK5EkQMWN",misinformation,es
¿El Covid-19 fue creado por el hombre en China? El ganador del Premio Nobel Tasuku Honjo nunca lo dijo ❌ https://t.co/knK5EkQMWN,Apakah Covid-19 buatan manusia di China? Pemenang Hadiah Nobel Tasuku Honjo tidak pernah mengatakannya https://t.co/knK5EkQMWN,misinformation,es
"Este bulo se está volviendo a compartir ❌ No, Tasuku Honjo, nobel de Medicina, no ha dicho que el coronavirus haya sido creado por el ser humano 👇

Por @malditobulo https://t.co/6OTACDrlyJ","Hoax ini dishare lagi Tidak, Tasuku Honjo, Peraih Nobel Kedokteran, belum mengatakan bahwa virus corona diciptakan oleh manusia

Oleh @malditobulo https://t.co/6OTACDrlyJ",misinformation,es
"Este bulo se está volviendo a compartir ❌ No, Tasuku Honjo, nobel de Medicina, no ha dicho que el coronavirus haya sido creado por el ser humano 👇

Por @malditobulo https://t.co/6OTACDrlyJ","Hoax ini dishare lagi Tidak, Tasuku Honjo, Peraih Nobel Kedokteran, belum mengatakan bahwa virus corona diciptakan oleh manusia

Oleh @malditobulo https://t.co/6OTACDrlyJ",misinformation,es
"Este bulo se está volviendo a compartir ❌ No, Tasuku Honjo, nobel de Medicina, no ha dicho que el coronavirus haya sido creado por el ser humano 👇

Por @malditobulo https://t.co/6OTACDrlyJ","Hoax ini dishare lagi Tidak, Tasuku Honjo, Peraih Nobel Kedokteran, belum mengatakan bahwa virus corona diciptakan oleh manusia

Oleh @malditobulo https://t.co/6OTACDrlyJ",misinformation,es
"Este bulo se está volviendo a compartir ❌ No, Tasuku Honjo, nobel de Medicina, no ha dicho que el coronavirus haya sido creado por el ser humano 👇

Por @malditobulo https://t.co/6OTACDrlyJ","Hoax ini dishare lagi Tidak, Tasuku Honjo, Peraih Nobel Kedokteran, belum mengatakan bahwa virus corona diciptakan oleh manusia

Oleh @malditobulo https://t.co/6OTACDrlyJ",misinformation,es
"Este bulo se está volviendo a compartir ❌ No, Tasuku Honjo, nobel de Medicina, no ha dicho que el coronavirus haya sido creado por el ser humano 👇

Por @malditobulo https://t.co/6OTACDrlyJ","Hoax ini dishare lagi Tidak, Tasuku Honjo, Peraih Nobel Kedokteran, belum mengatakan bahwa virus corona diciptakan oleh manusia

Oleh @malditobulo https://t.co/6OTACDrlyJ",misinformation,es
"Este bulo se está volviendo a compartir ❌ No, Tasuku Honjo, nobel de Medicina, no ha dicho que el coronavirus haya sido creado por el ser humano 👇

Por @malditobulo https://t.co/6OTACDrlyJ","Hoax ini dishare lagi Tidak, Tasuku Honjo, Peraih Nobel Kedokteran, belum mengatakan bahwa virus corona diciptakan oleh manusia

Oleh @malditobulo https://t.co/6OTACDrlyJ",misinformation,es
"L'université d'Oxford doit lancer jeudi des essais cliniques sur l'homme pour un vaccin contre le nouveau coronavirus, affichant l'espoir très ambitieux de pouvoir le rendre disponible pour le public dès l'automne.  
https://t.co/LnNrOJOnOq","Universitas Oxford akan meluncurkan uji klinis manusia untuk vaksin melawan virus corona baru pada hari Kamis, menunjukkan harapan yang sangat ambisius untuk dapat membuatnya tersedia untuk umum sedini musim gugur.
https://t.co/LnNrOJOnOq",misinformation,fr
"Cuba: Le centre de coordination de l'essai clinique Soberana 01 du vaccin cubain contre Covid-19, Finlay-FR-1, a rapporté ce mercredi que 48 heures après la vaccination des 20 premiers volontaires, aucun effet indésirable n'a été enregistré. https://t.co/7esQnRU1n7","Kuba: Pusat koordinasi uji klinis Soberana 01 dari vaksin Kuba melawan Covid-19, Finlay-FR-1, melaporkan Rabu ini bahwa 48 jam setelah vaksinasi 20 sukarelawan pertama, tidak ada efek samping yang tercatat . https://t.co/7esQnRU1n7",misinformation,fr
"L'université d'Oxford doit lancer jeudi des essais cliniques sur l'homme pour un vaccin contre le nouveau coronavirus, affichant l'espoir très ambitieux de pouvoir le rendre disponible pour le public dès l'automne.  
https://t.co/LnNrOJOnOq","Universitas Oxford akan meluncurkan uji klinis manusia untuk vaksin melawan virus corona baru pada hari Kamis, menunjukkan harapan yang sangat ambisius untuk dapat membuatnya tersedia untuk umum sedini musim gugur.
https://t.co/LnNrOJOnOq",misinformation,fr
"L'université d'Oxford doit lancer jeudi des essais cliniques sur l'homme pour un vaccin contre le nouveau coronavirus, affichant l'espoir très ambitieux de pouvoir le rendre disponible pour le public dès l'automne.  
https://t.co/LnNrOJOnOq","Universitas Oxford akan meluncurkan uji klinis manusia untuk vaksin melawan virus corona baru pada hari Kamis, menunjukkan harapan yang sangat ambisius untuk dapat membuatnya tersedia untuk umum sedini musim gugur.
https://t.co/LnNrOJOnOq",misinformation,fr
https://t.co/fzn8kooQs0     @LevinaNeythiri @NagpurKaRajini  @Mahesh10816....highly underrated Bharat bio tech profile...,https://t.co/fzn8kooQs0 @LevinaNeythiri @NagpurKaRajini @Mahesh10816....profil bio tech Bharat yang sangat diremehkan...,misinformation,en
"L'université d'Oxford doit lancer jeudi des essais cliniques sur l'homme pour un vaccin contre le nouveau coronavirus, affichant l'espoir très ambitieux de pouvoir le rendre disponible pour le public dès l'automne.  
https://t.co/LnNrOJOnOq","Universitas Oxford akan meluncurkan uji klinis manusia untuk vaksin melawan virus corona baru pada hari Kamis, menunjukkan harapan yang sangat ambisius untuk dapat membuatnya tersedia untuk umum sedini musim gugur.
https://t.co/LnNrOJOnOq",misinformation,fr
"L'université d'Oxford doit lancer jeudi des essais cliniques sur l'homme pour un vaccin contre le nouveau coronavirus, affichant l'espoir très ambitieux de pouvoir le rendre disponible pour le public dès l'automne.  
https://t.co/LnNrOJOnOq","Universitas Oxford akan meluncurkan uji klinis manusia untuk vaksin melawan virus corona baru pada hari Kamis, menunjukkan harapan yang sangat ambisius untuk dapat membuatnya tersedia untuk umum sedini musim gugur.
https://t.co/LnNrOJOnOq",misinformation,fr
"L'université d'Oxford doit lancer jeudi des essais cliniques sur l'homme pour un vaccin contre le nouveau coronavirus, affichant l'espoir très ambitieux de pouvoir le rendre disponible pour le public dès l'automne.  
https://t.co/LnNrOJOnOq","Universitas Oxford akan meluncurkan uji klinis manusia untuk vaksin melawan virus corona baru pada hari Kamis, menunjukkan harapan yang sangat ambisius untuk dapat membuatnya tersedia untuk umum sedini musim gugur.
https://t.co/LnNrOJOnOq",misinformation,fr
"Cuba: Le centre de coordination de l'essai clinique Soberana 01 du vaccin cubain contre Covid-19, Finlay-FR-1, a rapporté ce mercredi que 48 heures après la vaccination des 20 premiers volontaires, aucun effet indésirable n'a été enregistré. https://t.co/7esQnRU1n7","Kuba: Pusat koordinasi uji klinis Soberana 01 dari vaksin Kuba melawan Covid-19, Finlay-FR-1, melaporkan Rabu ini bahwa 48 jam setelah vaksinasi 20 sukarelawan pertama, tidak ada efek samping yang tercatat . https://t.co/7esQnRU1n7",misinformation,fr
"Cuba: Le centre de coordination de l'essai clinique Soberana 01 du vaccin cubain contre Covid-19, Finlay-FR-1, a rapporté ce mercredi que 48 heures après la vaccination des 20 premiers volontaires, aucun effet indésirable n'a été enregistré. https://t.co/7esQnRU1n7","Kuba: Pusat koordinasi uji klinis Soberana 01 dari vaksin Kuba melawan Covid-19, Finlay-FR-1, melaporkan Rabu ini bahwa 48 jam setelah vaksinasi 20 sukarelawan pertama, tidak ada efek samping yang tercatat . https://t.co/7esQnRU1n7",misinformation,fr
"Después de ser vacunados, los voluntarios estarán aislados durante 16 días en un hospital con acreditación especializada para realizar ensayos clínicos, donde los médicos controlarán su estado
 https://t.co/MVdvnZoQFs https://t.co/kMEsoybSYK","Setelah divaksinasi, para relawan akan diisolasi selama 16 hari di rumah sakit dengan akreditasi khusus untuk melakukan uji klinis, di mana dokter akan memantau kondisinya.
 https://t.co/MVdvnZoQFs https://t.co/kMEsoybSYK",misinformation,es
"Rusia anuncia su tercera vacuna y autoriza de inmediato ensayos clínicos para 3 mil voluntarios
 https://t.co/MVdvnZoQFs https://t.co/5jAkKe5XaA","Rusia mengumumkan vaksin ketiganya dan segera mengesahkan uji klinis untuk 3.000 sukarelawan
 https://t.co/MVdvnZoQFs https://t.co/5jAkKe5XaA",misinformation,es
Rusia anuncia su tercera vacuna y autoriza de inmediato ensayos clínicos para 3 mil voluntarios https://t.co/n48H4Arqsb,Rusia mengumumkan vaksin ketiganya dan segera mengesahkan uji klinis untuk 3.000 sukarelawan https://t.co/n48H4Arqsb,misinformation,es
FALSE: Gargling salt water ‘eliminates’ coronavirus https://t.co/cRTMiSkqCd via @rapplerdotcom,SALAH: Berkumur air asin 'menghilangkan' virus corona https://t.co/cRTMiSkqCd via @rapplerdotcom,misinformation,en
"Nadie:

Absolutamente nadie:

El coronavirus cuando hago gárgaras de agua tibia con sal: https://t.co/fIpkIcU7cS","Tidak seorang pun:

Sama sekali tidak ada:

Virus corona saat saya berkumur dengan air garam hangat: https://t.co/fIpkIcU7cS",misinformation,es
"⚠️FAKE NEWS⚠️ You can't ""stop"" Coronavirus by gargling with salt &amp; vinegar. This is simply a graphic that someone has drawn up and is NOT official advice from either the Public Health Agency, Chief Medical Officer or Chief Scientific Officer. Please follow OFFICIAL advice x https://t.co/FkGoXw8avw","️BERITA PALSU⚠️ Anda tidak bisa ""menghentikan"" Virus Corona dengan berkumur dengan garam &amp; cuka. Ini hanyalah grafik yang dibuat oleh seseorang dan BUKAN merupakan saran resmi dari Badan Kesehatan Masyarakat, Kepala Petugas Medis, atau Kepala Petugas Ilmiah. Silakan ikuti saran RESMI x https://t.co/FkGoXw8avw",misinformation,en
"Gargles with warm water &amp; salt or vinegar and drinking lots of warm water can wash away #Coronavirus when its clinging to the throat in first 4 days after entering the body,
So gargle everyday   pl spread this info through retweets #CoronaOutbreak https://t.co/5nvU2rG2tL","Berkumur dengan air hangat &amp; garam atau cuka dan banyak minum air hangat bisa membasuh #Coronavirus ketika menempel di tenggorokan dalam 4 hari pertama setelah masuk ke dalam tubuh,
Jadi berkumurlah setiap hari mohon sebarkan info ini melalui retweet #CoronaOutbreak https://t.co/5nvU2rG2tL",misinformation,en
"Nadie:

Absolutamente nadie:

El coronavirus cuando hago gárgaras de agua tibia con sal: https://t.co/fIpkIcU7cS","Tidak seorang pun:

Sama sekali tidak ada:

Virus corona saat saya berkumur dengan air garam hangat: https://t.co/fIpkIcU7cS",misinformation,es
"Could the summer heat save us from the virus? ☀️🦠

https://t.co/28cDu3iEtb","Bisakah musim panas menyelamatkan kita dari virus? ️🦠

https://t.co/28cDu3iEtb",misinformation,en
"Could the summer heat save us from the virus? ☀️🦠

https://t.co/28cDu3iEtb","Bisakah musim panas menyelamatkan kita dari virus? ️🦠

https://t.co/28cDu3iEtb",misinformation,en
"#Niemcy: #SłużbaCelna zarekwirowała zapasy maseczek i fartuchów ochronnych w zakładzie amerykańskiego koncernu #3M w Jüchen. Piszą: ""zabezpieczenie materiałów ochrony osobistej nastąpiło z powodu podejrzenia NIELEGALNEGO eksportu do USA."" Jest aż tak źle?

https://t.co/ZvBiBVmcnN","#Jerman: # Layanan Bea Cukai telah meminta stok masker dan celemek pelindung di pabrik yang menjadi perhatian Amerika # 3M di Jüchen. Mereka menulis: ""perlindungan alat pelindung diri terjadi karena dugaan ekspor ILEGAL ke AS."" Apakah seburuk itu?

https://t.co/ZvBiBVmcnN",misinformation,pl
"Der Zoll hat bei #3M in Jüchen Atemschutzmasken und Schutzkleidung beschlagnahmt. Der Verdacht: Sie sollten illegal in die Schweiz und die USA exportiert werden. #coronakrise #coronavirusdeutschland #COVID19de 

https://t.co/bbDZYjGUyT","Bea Cukai menyita masker pernapasan dan pakaian pelindung di #3M di Jüchen. Kecurigaan: Mereka harus diekspor secara ilegal ke Swiss dan Amerika Serikat. #krisis corona #coronavirusgermany #COVID19de

https://t.co/bbDZYjGUyT",misinformation,de
"Vídeo que alerta sobre a importação de máscaras contaminadas é montagem

Verificação em parceria com o @Comprova #coronavirusfacts #datoscoronavirus
https://t.co/GY0dtAy1bp","Video yang memperingatkan tentang impor masker yang terkontaminasi adalah montase

Verifikasi dalam kemitraan dengan @Comprova #coronavirusfacts #datoscoronavirus
https://t.co/GY0dtAy1bp",misinformation,pt
NO AR. É falso que máscaras importadas da China estão infectadas com o novo coronavírus. https://t.co/03GU9B0t7e #coronavirusfacts #Covid19 https://t.co/jZft3OkdDk,DI ATAS UDARA. Salah bahwa masker yang diimpor dari China terinfeksi virus corona baru. https://t.co/03GU9B0t7e #coronavirusfacts #Covid19 https://t.co/jZft3OkdDk,misinformation,pt
Des données non publiées de plus de 11 000 patients analysés par la société d'analyse de données médicales Agilum montrent que le traitement par l'hydroxychloroquine réduit considérablement les séjours à l'hôpital pour Covid-19. https://t.co/N5rHiwSDRL,Data yang tidak dipublikasikan dari lebih dari 11.000 pasien yang dianalisis oleh perusahaan analitik data medis Agilum menunjukkan bahwa pengobatan dengan hydroxychloroquine secara signifikan mengurangi rawat inap di rumah sakit untuk Covid-19. https://t.co/N5rHiwSDRL,misinformation,fr
Brasil chegou a 11% da população imunizada em 138 dias contra os 140 necessários na Alemanha. https://t.co/7lx9oZx9Qk,Brasil mencapai 11% dari populasi yang diimunisasi dalam 138 hari dibandingkan dengan 140 yang dibutuhkan di Jerman. https://t.co/7lx9oZx9Qk,misinformation,pt
"Acusado de ser lento, ritmo de vacinação do Brasil supera o alemão https://t.co/9O0lfK8aI6 #ColunaCH","Dituduh lambat, tingkat vaksinasi Brasil melampaui Jerman https://t.co/9O0lfK8aI6 #ColunaCH",misinformation,pt
Resultados mostram que ritmo de vacinação do Brasil supera o alemão https://t.co/vRVdrVJthv,Hasil menunjukkan bahwa tingkat vaksinasi Brasil melebihi Jerman https://t.co/vRVdrVJthv,misinformation,pt
"Acusado de ser lento, ritmo de vacinação do Brasil supera o alemão https://t.co/sArf1aqrrZ #DiariodoPoder #ColunaCH","Dituduh lambat, tingkat vaksinasi Brasil melebihi Jerman https://t.co/sArf1aqrrZ #DiariodoPoder #ColunaCH",misinformation,pt
É falso que Instituto Vital Brazil tenha encontrado cura 100% eficaz para Covid https://t.co/UoESLbELps,Salah bahwa Instituto Vital Brazil telah menemukan obat yang 100% efektif untuk Covid https://t.co/UoESLbELps,misinformation,pt
É falso que Instituto Vital Brazil tenha encontrado cura 100% eficaz para Covid https://t.co/UoESLbELps,Salah bahwa Instituto Vital Brazil telah menemukan obat yang 100% efektif untuk Covid https://t.co/UoESLbELps,misinformation,pt
Governador Mauro Mendes se curou da covid-19 usando ivermectina e azitromicina https://t.co/8rGCg3vsAU,Gubernur Mauro Mendes sembuhkan diri dari covid-19 menggunakan ivermectin dan azitromisin https://t.co/8rGCg3vsAU,misinformation,pt
"కరోనా వైరస్ శరీరంలో ఉన్నప్పటికీ ఎటువంటి లక్షణాలు బయటపడని (Asymptomatic) వ్యక్తులు ఐసోలేషన్, క్వారంటైన్ లలో వుండవలసిన పని లేదని, సామాజిక దూరం పాటించాల్సిన అవసరం లేదని, అలాంటివారి వలన కరోనా వైరస్ వ్యాప్తి జరుగదని ప్రపంచ ఆరోగ్య సంస్థ తాజాగా ప్రకటించింది! https://t.co/zbHbYJq3Bd","Organisasi Kesehatan Dunia baru-baru ini mengumumkan bahwa orang tanpa gejala yang tidak memiliki gejala meskipun memiliki virus corona di tubuhnya tidak perlu diisolasi dan dikarantina, dan tidak perlu mengikuti jarak sosial, orang tersebut tidak akan menyebarkan virus corona. ! https://t.co/zbHbYJq3Bd",misinformation,te
&gt;@estadaoverifica É falso que EUA estejam distribuindo ivermectina e leite condensado a vacinados https://t.co/27jgBPX9ET,&gt;@estadaoverifica Adalah salah bahwa AS mendistribusikan ivermectin dan susu kental ke penerima vaksin https://t.co/27jgBPX9ET,misinformation,pt
"ماهي إمكانية الإصابة بكورونا بين الجرعتين من اللقاح؟ د.عوض العمري يجيب

 https://t.co/VOCgvzaAEF","Bagaimana kemungkinan terinfeksi corona di antara dua dosis vaksin tersebut? Dr. Awad Al-Omari menjawab

 https://t.co/VOCgvzaAEF",misinformation,ar
"Israëlische studie: Door vaccinatie kans op infectie van coronavirus mutanten @WybrenvanHaga @Profess_medical @rivm
@hommel_b @BorgerPieter @IkNet @tweetlelidy @TheHorizonX @Alicia1984N @Wim04789402 @LHVhuisartsen @ArtsenC @GGDGHORNL  #persconferentie https://t.co/EbJ5t68Ijf","Studi Israel: Risiko vaksinasi infeksi mutan coronavirus @WybrenvanHaga @Profess_medical @rivm
@hommel_b @BorgerPieter @IkNet @tweetlelidy @TheHorizonX @Alicia1984N @Wim04789402 @LHVhuisartsen @ArtsenC @GGDGHORNL #konferensi pers https://t.co/EbJ5t68Ijf",misinformation,nl
"Israëlische studie: Door vaccinatie kans op infectie van coronavirus mutanten @WybrenvanHaga @Profess_medical @rivm
@hommel_b @BorgerPieter @IkNet @tweetlelidy @TheHorizonX @Alicia1984N @Wim04789402 @LHVhuisartsen @ArtsenC @GGDGHORNL  #persconferentie https://t.co/EbJ5t68Ijf","Studi Israel: Risiko vaksinasi infeksi mutan coronavirus @WybrenvanHaga @Profess_medical @rivm
@hommel_b @BorgerPieter @IkNet @tweetlelidy @TheHorizonX @Alicia1984N @Wim04789402 @LHVhuisartsen @ArtsenC @GGDGHORNL #konferensi pers https://t.co/EbJ5t68Ijf",misinformation,nl
Cómo Israel le gana al coronavirus con una economía casi completamente abierta https://t.co/Vg24nytKmq,Bagaimana Israel mengalahkan virus corona dengan ekonomi yang hampir sepenuhnya terbuka https://t.co/Vg24nytKmq,misinformation,es
"Circula nas redes sociais um vídeo em que uma suposta médica explica que a vacina da Covid-19, que utiliza a tecnologia RNA em sua fórmula, poderá modificar o DNA de uma pessoa. Leia: https://t.co/3u6TXUeTMd. #AgênciaLupa #vacina #pandemia https://t.co/Fsqp8vuVem","Sebuah video beredar di media sosial di mana seorang dokter yang diduga menjelaskan bahwa vaksin Covid-19, yang menggunakan teknologi RNA dalam formulanya, dapat memodifikasi DNA seseorang. Baca: https://t.co/3u6TXUeTMd. #AgênciaLupa #vaccine #pandemi https://t.co/Fsqp8vuVem",misinformation,pt
"Circula nas redes sociais um vídeo em que uma suposta médica explica que a vacina da Covid-19, que utiliza a tecnologia RNA em sua fórmula, poderá modificar o DNA de uma pessoa. Leia: https://t.co/3u6TXUeTMd. #AgênciaLupa #vacina #pandemia https://t.co/Fsqp8vuVem","Sebuah video beredar di media sosial di mana seorang dokter yang diduga menjelaskan bahwa vaksin Covid-19, yang menggunakan teknologi RNA dalam formulanya, dapat memodifikasi DNA seseorang. Baca: https://t.co/3u6TXUeTMd. #AgênciaLupa #vaccine #pandemi https://t.co/Fsqp8vuVem",misinformation,pt
"Circula nas redes sociais um vídeo em que uma suposta médica explica que a vacina da Covid-19, que utiliza a tecnologia RNA em sua fórmula, poderá modificar o DNA de uma pessoa. Leia: https://t.co/3u6TXUeTMd. #AgênciaLupa #vacina #pandemia https://t.co/Fsqp8vuVem","Sebuah video beredar di media sosial di mana seorang dokter yang diduga menjelaskan bahwa vaksin Covid-19, yang menggunakan teknologi RNA dalam formulanya, dapat memodifikasi DNA seseorang. Baca: https://t.co/3u6TXUeTMd. #AgênciaLupa #vaccine #pandemi https://t.co/Fsqp8vuVem",misinformation,pt
COVID-19 vaccines are working in the real world https://t.co/QanCgvdcEb https://t.co/DmFwhcmXHq,Vaksin COVID-19 bekerja di dunia nyata https://t.co/QanCgvdcEb https://t.co/DmFwhcmXHq,misinformation,en
mRNA technology gave us the first COVID-19 vaccines. It could also upend the drug industry https://t.co/BFcDFU0QeB,Teknologi mRNA memberi kami vaksin COVID-19 pertama. Itu juga dapat menjungkirbalikkan industri obat https://t.co/BFcDFU0QeB,misinformation,en
"Circula nas redes sociais um vídeo em que uma suposta médica explica que a vacina da Covid-19, que utiliza a tecnologia RNA em sua fórmula, poderá modificar o DNA de uma pessoa. Leia: https://t.co/3u6TXUeTMd. #AgênciaLupa #vacina #pandemia https://t.co/Fsqp8vuVem","Sebuah video beredar di media sosial di mana seorang dokter yang diduga menjelaskan bahwa vaksin Covid-19, yang menggunakan teknologi RNA dalam formulanya, dapat memodifikasi DNA seseorang. Baca: https://t.co/3u6TXUeTMd. #AgênciaLupa #vaccine #pandemi https://t.co/Fsqp8vuVem",misinformation,pt
"'Like a tumor growth': Anti-vaccination groups grow louder amid Covid vaccine news: New research shows the bigger threat to public trust in a Covid-19 vaccine comes from smaller, better-connected Facebook groups. https://t.co/XiuFIeF3fC",'Seperti pertumbuhan tumor': Kelompok anti-vaksinasi tumbuh lebih keras di tengah berita vaksin Covid: Penelitian baru menunjukkan ancaman yang lebih besar terhadap kepercayaan publik terhadap vaksin Covid-19 berasal dari grup Facebook yang lebih kecil dan lebih terhubung. https://t.co/XiuFIeF3fC,misinformation,en
"NEW: New research shows the bigger threat to public trust in a Covid-19 vaccine comes from smaller, better-connected Facebook groups that gravitated to anti-vaccination messaging in recent months.

Read more from @BrandyZadrozny. ⬇️
https://t.co/KJtv3P5r5r","BARU: Penelitian baru menunjukkan ancaman yang lebih besar terhadap kepercayaan publik terhadap vaksin Covid-19 berasal dari grup Facebook yang lebih kecil dan terhubung lebih baik yang tertarik pada pesan anti-vaksinasi dalam beberapa bulan terakhir.

Baca selengkapnya dari @BrandyZadrozny. ️
https://t.co/KJtv3P5r5r",misinformation,en
"New research shows the bigger threat to public trust in a Covid-19 vaccine comes from smaller, better-connected Facebook groups.
https://t.co/1ZmzwUANQ7","Penelitian baru menunjukkan ancaman yang lebih besar terhadap kepercayaan publik terhadap vaksin Covid-19 berasal dari grup Facebook yang lebih kecil dan terhubung lebih baik.
https://t.co/1ZmzwUANQ7",misinformation,en
"New research shows the bigger threat to public trust in a Covid-19 vaccine comes from smaller, better-connected Facebook groups.
https://t.co/YjFQ2DjxZs","Penelitian baru menunjukkan ancaman yang lebih besar terhadap kepercayaan publik terhadap vaksin Covid-19 berasal dari grup Facebook yang lebih kecil dan terhubung lebih baik.
https://t.co/YjFQ2DjxZs",misinformation,en
"Covid-19 vaccines face a varied and powerful misinformation movement online
New research shows the bigger threat to public trust in a Covid-19 vaccine comes from smaller, better-connected Facebook groups.

https://t.co/tuJamQGGfP","Vaksin Covid-19 menghadapi gerakan misinformasi yang bervariasi dan kuat secara online
Penelitian baru menunjukkan ancaman yang lebih besar terhadap kepercayaan publik terhadap vaksin Covid-19 berasal dari grup Facebook yang lebih kecil dan terhubung lebih baik.

https://t.co/tuJamQGGfP",misinformation,en
"Circula nas redes sociais um vídeo em que uma suposta médica explica que a vacina da Covid-19, que utiliza a tecnologia RNA em sua fórmula, poderá modificar o DNA de uma pessoa. Leia: https://t.co/3u6TXUeTMd. #AgênciaLupa #vacina #pandemia https://t.co/Fsqp8vuVem","Sebuah video beredar di media sosial di mana seorang dokter yang diduga menjelaskan bahwa vaksin Covid-19, yang menggunakan teknologi RNA dalam formulanya, dapat memodifikasi DNA seseorang. Baca: https://t.co/3u6TXUeTMd. #AgênciaLupa #vaccine #pandemi https://t.co/Fsqp8vuVem",misinformation,pt
"Circula nas redes sociais um vídeo em que uma suposta médica explica que a vacina da Covid-19, que utiliza a tecnologia RNA em sua fórmula, poderá modificar o DNA de uma pessoa. Leia: https://t.co/3u6TXUeTMd. #AgênciaLupa #vacina #pandemia https://t.co/Fsqp8vuVem","Sebuah video beredar di media sosial di mana seorang dokter yang diduga menjelaskan bahwa vaksin Covid-19, yang menggunakan teknologi RNA dalam formulanya, dapat memodifikasi DNA seseorang. Baca: https://t.co/3u6TXUeTMd. #AgênciaLupa #vaccine #pandemi https://t.co/Fsqp8vuVem",misinformation,pt
"En redes aseguran que las vacunas contra el #COVIDー19 causan ""daño genético irreversible"". Y aunque si hay algunas candidatas que se conocen como ARN mensajero o de ADN, esta tecnología no ""manipula"" el material genético del paciente. https://t.co/3RWMc7riAo","Dalam jaringan mereka memastikan bahwa vaksin melawan #COVIDー19 menyebabkan ""kerusakan genetik yang tidak dapat diubah"". Dan meskipun ada beberapa kandidat yang dikenal sebagai messenger RNA atau DNA, teknologi ini tidak ""memanipulasi"" materi genetik pasien. https://t.co/3RWMc7riAo",misinformation,es
"Circula nas redes sociais um vídeo em que uma suposta médica explica que a vacina da Covid-19, que utiliza a tecnologia RNA em sua fórmula, poderá modificar o DNA de uma pessoa. Leia: https://t.co/3u6TXUeTMd. #AgênciaLupa #vacina #pandemia https://t.co/Fsqp8vuVem","Sebuah video beredar di media sosial di mana seorang dokter yang diduga menjelaskan bahwa vaksin Covid-19, yang menggunakan teknologi RNA dalam formulanya, dapat memodifikasi DNA seseorang. Baca: https://t.co/3u6TXUeTMd. #AgênciaLupa #vaccine #pandemi https://t.co/Fsqp8vuVem",misinformation,pt
"Massachusetts Teknoloji  ensitüsü (MIT) bilim adamları: Covid aşıları 10 ila 15 yıl içinde hastalıkların önde gelen nedeni olacak...
https://t.co/DaBCVyXz1S","Ilmuwan Institut Teknologi Massachusetts (MIT): Vaksin Covid akan menjadi penyebab utama penyakit dalam 10 hingga 15 tahun
https://t.co/DaBCVyXz1S",misinformation,tr
